scaffold,start,end,mid,sites,pi1,pi2,dxy,fst,window_size,window_name
scaffold_62,2301,102406,66069,25000,0.001896,0.002145,0.002288,0.057658,126919,scaffold_62_1
scaffold_62,354383,424570,388755,25000,0.002356,0.002446,0.002409,0.001628,239251,scaffold_62_2
scaffold_62,424571,472106,443463,25000,0.001699,0.001719,0.001505,-0.068144,239251,scaffold_62_2
scaffold_62,472107,554180,491488,25000,0.002373,0.002482,0.002181,-0.0572,239251,scaffold_62_2
scaffold_62,554181,718196,618634,25000,0.001933,0.002429,0.001954,-0.058633,124797,scaffold_62_3
scaffold_62,718197,786167,759295,25000,0.002708,0.002486,0.00256,-0.007603,302593,scaffold_62_4
scaffold_62,786168,876707,853005,25000,0.002481,0.003839,0.003343,-0.000132,302593,scaffold_62_4
scaffold_62,876709,1026726,968529,25000,0.002394,0.002107,0.002126,-0.030271,302593,scaffold_62_4
scaffold_67,179909,290577,246527,25000,0.002701,0.003381,0.004239,0.17359,139981,scaffold_67_2
scaffold_67,290578,355874,317739,25000,0.002683,0.00414,0.005967,0.285534,139981,scaffold_67_2
scaffold_67,545940,613757,588593,25000,0.004013,0.004938,0.004471,-0.000591,161414,scaffold_67_3
scaffold_67,613758,829598,709827,25000,0.003832,0.007373,0.007106,0.12523,161414,scaffold_67_3
scaffold_67,829599,874946,851408,25000,0.003368,0.002149,0.00295,0.035711,114073,scaffold_67_4
scaffold_67,913562,997121,967604,25000,0.005,0.006083,0.006522,0.086239,159004,scaffold_67_5
scaffold_67,997122,1059953,1028175,25000,0.00319,0.003584,0.004085,0.091278,159004,scaffold_67_5
scaffold_67,1059954,1122059,1084916,25000,0.00165,0.001558,0.00167,0.025194,159004,scaffold_67_5
scaffold_67,1122060,1191981,1168796,25000,0.003025,0.002411,0.002723,0.005067,122389,scaffold_67_6
scaffold_67,1191982,1298704,1260061,25000,0.002508,0.002756,0.002814,0.035539,122389,scaffold_67_6
scaffold_67,1298705,1333272,1314231,25000,0.001916,0.003606,0.005106,0.311719,103476,scaffold_67_7
scaffold_67,1333273,1368957,1350428,18452,0.001607,0.00146,0.001445,-0.03167,103476,scaffold_67_7
scaffold_68,443689,615470,531330,25000,0.003126,0.005006,0.004486,0.052308,217836,scaffold_68_1
scaffold_68,615473,749015,685541,25000,0.005006,0.0056,0.005364,0.006065,217836,scaffold_68_1
scaffold_68,749016,808391,776581,25000,0.002108,0.001871,0.002513,0.123037,301937,scaffold_68_2
scaffold_68,808392,901691,873788,25000,0.001271,0.001326,0.00116,-0.06647,301937,scaffold_68_2
scaffold_68,901692,953172,928616,25000,0.002759,0.003954,0.00698,0.365377,301937,scaffold_68_2
scaffold_68,953173,1026126,1001209,25000,0.005581,0.004382,0.005126,0.014746,301937,scaffold_68_2
scaffold_68,1174083,1265297,1222649,25000,0.006416,0.005236,0.007051,0.098107,103780,scaffold_68_3
scaffold_69,1038599,1231356,1136355,25000,0.011663,0.006417,0.009179,0.008156,184043,scaffold_69_1
scaffold_7,870405,951287,931948,25000,0.002822,0.002696,0.002813,0.010344,180354,scaffold_7_1
scaffold_7,2044186,2149529,2112239,25000,0.001565,0.00212,0.002502,0.160329,113685,scaffold_7_2
scaffold_7,2302508,2800824,2415129,25000,0.003897,0.004445,0.004371,0.024278,219019,scaffold_7_3
scaffold_70,57820,261748,185016,25000,0.008029,0.00622,0.010069,0.18061,263023,scaffold_70_1
scaffold_70,261749,354909,314009,25000,0.002367,0.004147,0.003124,-0.022207,263023,scaffold_70_1
scaffold_72,41691,125648,90269,25000,0.004225,0.002782,0.004191,0.094749,181544,scaffold_72_1
scaffold_72,125649,246840,163608,25000,0.003415,0.004316,0.004968,0.132024,181544,scaffold_72_1
scaffold_72,798859,869058,825307,25000,0.002137,0.001666,0.001765,-0.039674,131855,scaffold_72_2
scaffold_72,1027046,1073475,1045756,25000,0.002805,0.002303,0.002375,-0.03874,226235,scaffold_72_3
scaffold_72,1073476,1120061,1095842,25000,0.001824,0.002002,0.002011,0.024876,226235,scaffold_72_3
scaffold_72,1120062,1183393,1148713,25000,0.001505,0.001827,0.001728,0.018843,226235,scaffold_72_3
scaffold_72,1183394,1217735,1199979,25000,0.002393,0.002046,0.002311,0.021493,226235,scaffold_72_3
scaffold_73,106681,213765,170420,25000,0.00108,0.000883,0.000839,-0.084074,282673,scaffold_73_1
scaffold_73,213766,404349,291080,25000,0.001125,0.000988,0.000991,-0.043619,282673,scaffold_73_1
scaffold_73,404350,468239,425167,25000,0.002374,0.002151,0.002104,-0.038812,191512,scaffold_73_2
scaffold_73,468240,918250,622405,25000,0.001346,0.000577,0.001788,0.283815,471406,scaffold_73_3
scaffold_73,918251,991650,961307,25000,0.002517,0.001493,0.002942,0.173611,471406,scaffold_73_3
scaffold_74,438099,513012,490380,25000,0.001359,0.002364,0.003032,0.25111,816537,scaffold_74_1
scaffold_74,513013,565402,534612,25000,0.002267,0.00329,0.002842,0.012143,816537,scaffold_74_1
scaffold_74,565403,665163,624584,25000,0.000855,0.001115,0.000891,-0.059222,816537,scaffold_74_1
scaffold_74,665164,731639,699057,25000,0.001007,0.001403,0.001317,0.047084,816537,scaffold_74_1
scaffold_74,731640,826034,760237,25000,0.000989,0.000883,0.000868,-0.031344,816537,scaffold_74_1
scaffold_74,826035,921380,885558,25000,0.001325,0.003239,0.00371,0.244478,816537,scaffold_74_1
scaffold_74,921381,992065,965114,25000,0.003185,0.001259,0.00347,0.230553,816537,scaffold_74_1
scaffold_74,992066,1123366,1096378,25000,0.001359,0.001039,0.001547,0.133951,816537,scaffold_74_1
scaffold_74,1123367,1218891,1167872,25000,0.001004,0.001049,0.001108,0.040901,816537,scaffold_74_1
scaffold_75,6870,91897,41115,25000,0.001256,0.00145,0.001243,-0.045026,124461,scaffold_75_1
scaffold_75,176534,240095,199802,25000,0.000931,0.000957,0.000843,-0.060794,510065,scaffold_75_2
scaffold_75,240096,312590,262003,25000,0.000633,0.000525,0.000489,-0.09003,510065,scaffold_75_2
scaffold_75,312591,382591,352081,25000,0.001126,0.001212,0.001234,0.027509,510065,scaffold_75_2
scaffold_75,382592,458281,426655,25000,0.001829,0.000891,0.00134,0.003792,510065,scaffold_75_2
scaffold_75,458282,531798,492176,25000,0.000738,0.001193,0.000929,-0.020662,510065,scaffold_75_2
scaffold_75,531799,607287,582650,25000,0.001109,0.001203,0.001267,0.04862,510065,scaffold_75_2
scaffold_75,607288,644430,625867,25000,0.002405,0.001623,0.002351,0.081909,510065,scaffold_75_2
scaffold_75,644431,709278,691568,25000,0.001472,0.001794,0.001636,0.000993,306892,scaffold_75_3
scaffold_75,709279,860593,784308,25000,0.001869,0.002263,0.002598,0.108929,306892,scaffold_75_3
scaffold_75,860594,897579,878967,25000,0.000973,0.001855,0.001281,-0.066723,306892,scaffold_75_3
scaffold_75,897580,1017752,942565,25000,0.000964,0.001246,0.001154,0.022377,306892,scaffold_75_3
scaffold_75,1017753,1079465,1047650,25000,0.0018,0.001647,0.001762,0.011732,215132,scaffold_75_4
scaffold_75,1079466,1157134,1124044,25000,0.002061,0.001921,0.001887,-0.028594,215132,scaffold_75_4
scaffold_76,104160,149012,121473,25000,0.001579,0.0012,0.00125,-0.056501,108980,scaffold_76_1
scaffold_76,149013,241857,220850,25000,0.001842,0.00278,0.003666,0.240471,160430,scaffold_76_2
scaffold_76,241858,295880,280745,25000,0.002762,0.001397,0.002268,0.046033,160430,scaffold_76_2
scaffold_76,295881,332743,315595,25000,0.003049,0.001086,0.002927,0.131405,160430,scaffold_76_2
scaffold_76,523552,591844,555846,25000,0.001057,0.000818,0.000971,0.015161,380706,scaffold_76_3
scaffold_76,591845,624617,607869,25000,0.001481,0.001142,0.001846,0.178499,380706,scaffold_76_3
scaffold_76,624618,665634,648465,25000,0.004156,0.001773,0.003453,0.080851,380706,scaffold_76_3
scaffold_76,665635,710694,682657,25000,0.002797,0.003016,0.003008,0.01823,380706,scaffold_76_3
scaffold_76,710695,754371,728921,25000,0.00276,0.001903,0.002837,0.100716,380706,scaffold_76_3
scaffold_76,754372,803966,780955,25000,0.004298,0.004173,0.003774,-0.061666,380706,scaffold_76_3
scaffold_76,803967,1010428,911201,25000,0.003655,0.002474,0.002794,-0.046243,171035,scaffold_76_4
scaffold_76,1010430,1176051,1108660,25000,0.00325,0.003517,0.00347,0.013531,137912,scaffold_76_5
scaffold_77,146114,435986,337041,25000,0.002487,0.003401,0.002618,-0.062718,252093,scaffold_77_1
scaffold_77,435987,494187,460518,25000,0.001564,0.001794,0.00149,-0.063674,252093,scaffold_77_1
scaffold_77,494188,560741,530739,25000,0.001655,0.001306,0.00128,-0.077887,252093,scaffold_77_1
scaffold_77,560742,669315,598969,25000,0.001225,0.001233,0.001086,-0.066091,139693,scaffold_77_2
scaffold_77,669316,703620,685822,25000,0.001399,0.001326,0.001391,0.010864,139693,scaffold_77_2
scaffold_77,703621,773461,727957,25000,0.002404,0.001835,0.002225,0.025052,139693,scaffold_77_2
scaffold_77,773462,804025,789061,25000,0.001318,0.001352,0.001312,-0.007391,461015,scaffold_77_3
scaffold_77,804026,861711,841672,25000,0.003234,0.00127,0.002186,-0.01577,461015,scaffold_77_3
scaffold_77,861712,1039175,955821,25000,0.001214,0.001266,0.001334,0.037929,461015,scaffold_77_3
scaffold_77,1039176,1103857,1075918,25000,0.009109,0.003984,0.008957,0.159432,461015,scaffold_77_3
scaffold_77,1103858,1185985,1128626,25000,0.005412,0.002786,0.005424,0.147056,461015,scaffold_77_3
scaffold_78,364778,425263,400159,25000,0.001994,0.001476,0.001712,-0.007215,254437,scaffold_78_1
scaffold_78,425264,519181,458221,25000,0.002045,0.002455,0.002842,0.123022,254437,scaffold_78_1
scaffold_78,673245,745534,698485,25000,0.001884,0.001438,0.001444,-0.074895,101786,scaffold_78_2
scaffold_78,745536,811441,766877,25000,0.001602,0.00166,0.001449,-0.063306,101786,scaffold_78_2
scaffold_78,811442,879717,850917,25000,0.001305,0.001646,0.001285,-0.073954,315216,scaffold_78_3
scaffold_78,879718,950298,916987,25000,0.001986,0.002267,0.002239,0.027546,315216,scaffold_78_3
scaffold_78,950299,1037961,983409,25000,0.000873,0.001025,0.000837,-0.079145,315216,scaffold_78_3
scaffold_78,1037962,1087950,1063380,25000,0.002733,0.003543,0.002791,-0.078042,315216,scaffold_78_3
scaffold_79,509638,614961,560229,25000,0.006328,0.006557,0.00695,0.040321,201334,scaffold_79_1
scaffold_79,614962,848443,702946,25000,0.007264,0.006629,0.006928,-0.001425,201334,scaffold_79_1
scaffold_8,189655,238170,213171,25000,0.002815,0.002675,0.002717,-0.005315,176826,scaffold_8_1
scaffold_8,238171,271930,253198,25000,0.003486,0.002739,0.003087,-0.004206,176826,scaffold_8_1
scaffold_8,271931,410874,321578,25000,0.001842,0.002337,0.002115,-0.010564,176826,scaffold_8_1
scaffold_8,410875,507528,460505,25000,0.001845,0.001283,0.001397,-0.060489,162266,scaffold_8_2
scaffold_8,507529,601807,536015,25000,0.002143,0.001921,0.002015,-0.004509,162266,scaffold_8_2
scaffold_8,601808,662039,635726,25000,0.002087,0.001877,0.001812,-0.047889,502906,scaffold_8_3
scaffold_8,662040,698762,679257,25000,0.003163,0.001529,0.001988,-0.08563,502906,scaffold_8_3
scaffold_8,698763,740201,719370,25000,0.001278,0.001046,0.000996,-0.082569,502906,scaffold_8_3
scaffold_8,740202,853223,803310,25000,0.001678,0.001753,0.001599,-0.03749,502906,scaffold_8_3
scaffold_8,853224,893603,874600,25000,0.001729,0.001349,0.001623,0.011105,502906,scaffold_8_3
scaffold_8,893604,995077,931073,25000,0.001502,0.001904,0.00166,-0.01378,502906,scaffold_8_3
scaffold_8,995078,1114205,1077991,25000,0.002323,0.0013,0.002147,0.087338,502906,scaffold_8_3
scaffold_8,1114206,1209529,1169680,25000,0.001357,0.001145,0.001254,0.001068,196651,scaffold_8_4
scaffold_8,1209530,1412451,1323291,25000,0.004634,0.004115,0.005327,0.10404,196651,scaffold_8_4
scaffold_8,1412452,1496882,1453948,25000,0.002058,0.002095,0.002027,-0.012844,283228,scaffold_8_5
scaffold_8,1496883,1590009,1534174,25000,0.002819,0.002971,0.002668,-0.043548,283228,scaffold_8_5
scaffold_8,1590010,1666866,1629221,25000,0.002273,0.002386,0.002182,-0.034994,283228,scaffold_8_5
scaffold_8,1666867,1714650,1684247,25000,0.002751,0.003475,0.003931,0.122944,283228,scaffold_8_5
scaffold_8,1805100,1862340,1832728,25000,0.002342,0.001842,0.001917,-0.046573,134231,scaffold_8_6
scaffold_8,1862341,1902841,1881307,25000,0.003168,0.003538,0.003041,-0.052233,134231,scaffold_8_6
scaffold_8,1902842,1952910,1928703,25000,0.001986,0.002484,0.002656,0.09117,155136,scaffold_8_7
scaffold_8,1952911,2140549,2032531,25000,0.000921,0.001222,0.000966,-0.062624,155136,scaffold_8_7
scaffold_8,2140550,2176776,2160188,25000,0.001467,0.001235,0.001195,-0.051075,101456,scaffold_8_8
scaffold_8,2382133,2422525,2399032,25000,0.003578,0.002863,0.003249,0.004673,137335,scaffold_8_9
scaffold_8,2422526,2460513,2445739,25000,0.002265,0.002415,0.002242,-0.02293,137335,scaffold_8_9
scaffold_8,2460514,2501107,2479351,25000,0.001428,0.00166,0.001462,-0.037047,137335,scaffold_8_9
scaffold_8,2501108,2596460,2577197,25000,0.001679,0.001606,0.001438,-0.070993,212636,scaffold_8_10
scaffold_8,2596461,2668677,2634718,25000,0.001586,0.001433,0.001421,-0.032243,212636,scaffold_8_10
scaffold_8,2668678,2728197,2696961,25000,0.002042,0.001479,0.001999,0.06552,212636,scaffold_8_10
scaffold_8,2760480,2805446,2782826,25000,0.003405,0.002219,0.002555,-0.051161,146352,scaffold_8_11
scaffold_8,2805448,2882843,2833844,25000,0.00321,0.001856,0.002483,-0.010652,146352,scaffold_8_11
scaffold_8,2882844,2988583,2943640,25000,0.001984,0.003411,0.005515,0.343117,475496,scaffold_8_12
scaffold_8,2988584,3065058,3024560,25000,0.004237,0.002624,0.003375,-0.008598,475496,scaffold_8_12
scaffold_8,3065064,3115783,3089017,25000,0.003981,0.003554,0.003355,-0.062014,475496,scaffold_8_12
scaffold_8,3115784,3205824,3179653,25000,0.002682,0.003448,0.003131,0.011391,475496,scaffold_8_12
scaffold_8,3205825,3234092,3220056,25000,0.003488,0.002387,0.003782,0.132906,475496,scaffold_8_12
scaffold_8,3234093,3317904,3270461,25000,0.003031,0.002301,0.003071,0.074883,475496,scaffold_8_12
scaffold_8,3317905,3364852,3339774,25000,0.003495,0.003523,0.003556,0.007156,475496,scaffold_8_12
scaffold_80,260311,314404,293874,25000,0.001988,0.002541,0.002576,0.082429,552001,scaffold_80_1
scaffold_80,314405,364111,347760,25000,0.003353,0.00296,0.005126,0.24257,552001,scaffold_80_1
scaffold_80,364112,400524,384926,25000,0.004816,0.00272,0.003541,-0.032092,552001,scaffold_80_1
scaffold_80,400525,436343,421098,25000,0.003005,0.004942,0.003921,-0.007032,552001,scaffold_80_1
scaffold_80,436344,486922,470947,25000,0.001773,0.002675,0.002143,-0.019918,552001,scaffold_80_1
scaffold_80,486923,528388,505234,25000,0.002057,0.002951,0.002558,0.011455,552001,scaffold_80_1
scaffold_80,528389,580292,555119,25000,0.004242,0.002305,0.004462,0.158121,552001,scaffold_80_1
scaffold_80,580293,624072,605319,25000,0.002116,0.002462,0.002314,0.005827,552001,scaffold_80_1
scaffold_80,624073,655351,639328,25000,0.003057,0.003472,0.003191,-0.012089,552001,scaffold_80_1
scaffold_80,655352,702176,678436,25000,0.003346,0.004528,0.003863,-0.010135,552001,scaffold_80_1
scaffold_80,702177,762187,736343,25000,0.004065,0.002781,0.003798,0.055156,552001,scaffold_80_1
scaffold_80,762188,812670,782361,25000,0.001726,0.001475,0.001673,0.023536,552001,scaffold_80_1
scaffold_80,812671,871301,845727,25000,0.005822,0.005434,0.007543,0.153644,275802,scaffold_80_2
scaffold_80,871302,952618,911944,25000,0.007435,0.007577,0.008016,0.034956,275802,scaffold_80_2
scaffold_80,952619,1130399,1044267,16515,0.010016,0.012763,0.010816,-0.038841,275802,scaffold_80_2
scaffold_81,4023,30991,17665,25000,0.001926,0.001929,0.002054,0.033845,181165,scaffold_81_1
scaffold_81,30992,72003,52869,25000,0.00282,0.002298,0.002931,0.071957,181165,scaffold_81_1
scaffold_81,72004,198518,120436,25000,0.000792,0.000624,0.000638,-0.060434,181165,scaffold_81_1
scaffold_81,719099,756093,736469,25000,0.001026,0.001151,0.001019,-0.035479,295597,scaffold_81_2
scaffold_81,756094,805137,788046,25000,0.001249,0.001098,0.00152,0.127874,295597,scaffold_81_2
scaffold_81,805138,869056,834654,25000,0.00186,0.001314,0.001466,-0.042394,295597,scaffold_81_2
scaffold_81,869057,974009,920287,25000,0.001169,0.000956,0.000945,-0.062554,295597,scaffold_81_2
scaffold_82,28946,191412,132557,25000,0.003467,0.003718,0.003517,-0.011459,130891,scaffold_82_1
scaffold_82,191413,363394,254003,25000,0.003673,0.004533,0.00479,0.082023,130891,scaffold_82_1
scaffold_82,363395,456103,435420,25000,0.003897,0.003637,0.004024,0.035012,205078,scaffold_82_2
scaffold_82,456104,492819,471482,25000,0.001746,0.00295,0.002795,0.092202,205078,scaffold_82_2
scaffold_82,492820,570559,540622,25000,0.001932,0.004558,0.003082,-0.027628,205078,scaffold_82_2
scaffold_82,570560,626386,596433,25000,0.002085,0.001572,0.001995,0.027193,205078,scaffold_82_2
scaffold_82,959732,1031288,993976,25000,0.001497,0.00117,0.001346,0.009172,207480,scaffold_82_4
scaffold_82,1031289,1078538,1045742,22053,0.002345,0.002302,0.002387,0.014472,207480,scaffold_82_4
scaffold_83,205,363776,307431,25000,0.00361,0.001769,0.005032,0.317149,242823,scaffold_83_1
scaffold_83,363777,435041,395925,25000,0.002797,0.002991,0.00316,0.04931,242823,scaffold_83_1
scaffold_83,821130,876512,850981,25000,0.002249,0.001993,0.002639,0.108827,267948,scaffold_83_2
scaffold_83,876513,1000915,939478,25000,0.0047,0.002197,0.004041,0.096916,267948,scaffold_83_2
scaffold_84,147039,210444,183047,25000,0.004702,0.003744,0.00416,-0.007982,145750,scaffold_84_1
scaffold_84,356497,384748,370688,25000,0.002213,0.001892,0.001937,-0.030818,313750,scaffold_84_2
scaffold_84,384749,456662,424373,25000,0.003437,0.00208,0.003096,0.061168,313750,scaffold_84_2
scaffold_84,456663,549721,509072,25000,0.002238,0.001865,0.002808,0.160094,313750,scaffold_84_2
scaffold_84,549722,657425,611972,25000,0.001608,0.002987,0.002752,0.095521,313750,scaffold_84_2
scaffold_84,746664,829282,774788,25000,0.003337,0.001648,0.002239,-0.057469,267713,scaffold_84_3
scaffold_84,829283,883356,853069,25000,0.002696,0.002795,0.003363,0.108093,267713,scaffold_84_3
scaffold_84,883357,915146,899289,25000,0.001173,0.003869,0.002804,0.054809,267713,scaffold_84_3
scaffold_84,915147,1038467,978267,25000,0.002102,0.002184,0.002332,0.045024,267713,scaffold_84_3
scaffold_89,648337,718839,684000,25000,0.001932,0.002755,0.002686,0.072297,132736,scaffold_89_1
scaffold_89,718841,848010,783592,25000,0.011586,0.008203,0.009314,-0.032284,149476,scaffold_89_2
scaffold_89,848015,941816,906042,14130,0.005159,0.00218,0.003757,0.065845,149476,scaffold_89_2
scaffold_9,1304608,1429225,1358766,25000,0.001939,0.002028,0.001888,-0.026387,139675,scaffold_9_1
scaffold_9,1701858,1786208,1747756,25000,0.005816,0.005976,0.009006,0.219565,245947,scaffold_9_2
scaffold_9,1786209,1844475,1811489,25000,0.002297,0.001799,0.003001,0.197199,245947,scaffold_9_2
scaffold_9,1844476,2128774,2063627,25000,0.00545,0.00402,0.005928,0.118526,141298,scaffold_9_3
scaffold_9,2128775,2183963,2151816,25000,0.005059,0.00502,0.005138,0.010335,141298,scaffold_9_3
scaffold_9,2276496,2401762,2340296,25000,0.00627,0.004747,0.005847,0.031682,201993,scaffold_9_4
scaffold_9,2401763,2452084,2426528,25000,0.008376,0.004679,0.009212,0.179909,201993,scaffold_9_4
scaffold_9,2755647,2782812,2769406,25000,0.003078,0.004241,0.003682,0.003247,128308,scaffold_9_5
scaffold_9,2782813,2870386,2819437,25000,0.004062,0.003423,0.003931,0.026153,128308,scaffold_9_5
scaffold_9,3124456,3192364,3161183,25000,0.008626,0.009807,0.008901,-0.018598,309614,scaffold_9_6
scaffold_9,3192365,3314343,3271880,25000,0.006448,0.007434,0.007447,0.037444,309614,scaffold_9_6
scaffold_9,3314344,3386317,3351019,18880,0.004871,0.006881,0.005622,-0.02355,309614,scaffold_9_6
scaffold_91,31278,148504,100059,25000,0.001129,0.001501,0.001264,-0.033236,362196,scaffold_91_1
scaffold_91,148505,254554,214376,25000,0.001059,0.001497,0.001187,-0.039509,362196,scaffold_91_1
scaffold_91,254555,315671,286777,25000,0.001508,0.001682,0.001541,-0.018289,362196,scaffold_91_1
scaffold_91,315672,359622,340300,25000,0.001837,0.001936,0.001861,-0.007307,362196,scaffold_91_1
scaffold_91,359623,392723,373598,25000,0.001179,0.001487,0.001194,-0.059138,362196,scaffold_91_1
scaffold_91,549229,578580,564886,25000,0.002215,0.001175,0.001872,0.052877,114265,scaffold_91_2
scaffold_91,578581,731850,668093,25000,0.001953,0.00141,0.001686,0.001382,323903,scaffold_91_3
scaffold_91,731851,779340,757642,25000,0.001301,0.001341,0.001836,0.163018,323903,scaffold_91_3
scaffold_91,779341,885512,828369,25000,0.001314,0.00077,0.001318,0.123638,323903,scaffold_91_3
scaffold_91,885513,965433,927636,25000,0.001383,0.001067,0.001586,0.132357,323903,scaffold_91_3
scaffold_92,37008,87726,58011,25000,0.00161,0.001351,0.001287,-0.088731,791702,scaffold_92_1
scaffold_92,87728,163560,121739,25000,0.00178,0.002198,0.001975,-0.003887,791702,scaffold_92_1
scaffold_92,163561,199908,182190,25000,0.001733,0.001634,0.001479,-0.069296,791702,scaffold_92_1
scaffold_92,199909,244730,224759,25000,0.001696,0.001463,0.00185,0.084238,791702,scaffold_92_1
scaffold_92,244731,305352,280184,25000,0.00122,0.001217,0.001165,-0.023842,791702,scaffold_92_1
scaffold_92,305353,353209,330988,25000,0.001805,0.001452,0.002098,0.12973,791702,scaffold_92_1
scaffold_92,353210,471962,415933,25000,0.001192,0.00116,0.001033,-0.06926,791702,scaffold_92_1
scaffold_92,471963,530060,500829,25000,0.00172,0.001302,0.00158,0.028465,791702,scaffold_92_1
scaffold_92,530061,612726,567856,25000,0.000921,0.001445,0.001069,-0.052522,791702,scaffold_92_1
scaffold_92,612727,674564,647242,25000,0.00176,0.001577,0.00164,-0.009229,791702,scaffold_92_1
scaffold_92,674565,755673,721895,25000,0.00142,0.001463,0.001255,-0.074015,791702,scaffold_92_1
scaffold_93,9016,64984,31900,25000,0.003459,0.001634,0.003145,0.111353,127546,scaffold_93_1
scaffold_94,113852,539990,508732,25000,0.00194,0.001512,0.001559,-0.054395,376535,scaffold_94_1
scaffold_94,539991,577157,562441,25000,0.001022,0.000947,0.000913,-0.040278,376535,scaffold_94_1
scaffold_94,577158,707307,643211,25000,0.000785,0.001131,0.001108,0.076809,376535,scaffold_94_1
scaffold_94,707308,776752,735695,25000,0.001696,0.002744,0.00221,-0.002436,376535,scaffold_94_1
scaffold_94,776753,903164,829716,19500,0.003078,0.003417,0.003092,-0.026245,376535,scaffold_94_1
scaffold_98,609681,761949,684379,25000,0.003543,0.004978,0.004067,-0.031784,122166,scaffold_98_1
scaffold_98,761950,867779,828602,25000,0.005067,0.005341,0.004882,-0.034061,119303,scaffold_98_2
